,Дата,новая луна,первая четверь,полнолуние ,третья четверть
558,11 july  2020,0,1,0,0
559,12 july  2020,0,1,0,0
560,13 july  2020,0,1,0,0
561,14 july  2020,0,0,1,0
562,15 july  2020,0,0,1,0
563,16 july  2020,0,0,1,0
564,17 july  2020,0,0,1,0
565,18 july  2020,0,0,1,0
566,19 july  2020,0,0,1,0
567,20 july  2020,0,0,1,0
568,21 july  2020,0,0,0,1
569,22 july  2020,0,0,0,1
570,23 july  2020,0,0,0,1
571,24 july  2020,0,0,0,1
572,25 july  2020,0,0,0,1
573,26 july  2020,0,0,0,1
574,27 july  2020,0,0,0,1
575,28 july  2020,1,0,0,0
576,29 july  2020,1,0,0,0
577,30 july  2020,1,0,0,0
578,31 july  2020,1,0,0,0
579,1 august  2020,1,0,0,0
580,2 august  2020,1,0,0,0
581,3 august  2020,1,0,0,0
582,4 august  2020,0,1,0,0
583,5 august  2020,0,1,0,0
584,6 august  2020,0,1,0,0
585,7 august  2020,0,1,0,0
586,8 august  2020,0,1,0,0
587,9 august  2020,0,1,0,0
588,10 august  2020,0,1,0,0
589,11 august  2020,0,1,0,0
590,12 august  2020,0,0,1,0
591,13 august  2020,0,0,1,0
592,14 august  2020,0,0,1,0
593,15 august  2020,0,0,1,0
594,16 august  2020,0,0,1,0
595,17 august  2020,0,0,1,0
596,18 august  2020,0,0,1,0
597,19 august  2020,0,0,1,0
598,20 august  2020,0,0,0,1
599,21 august  2020,0,0,0,1
600,22 august  2020,0,0,0,1
601,23 august  2020,0,0,0,1
602,24 august  2020,0,0,0,1
603,25 august  2020,0,0,0,1
604,26 august  2020,1,0,0,0
605,27 august  2020,1,0,0,0
606,28 august  2020,1,0,0,0
607,29 august  2020,1,0,0,0
608,30 august  2020,1,0,0,0
609,31 august  2020,1,0,0,0
610,1 september  2020,1,0,0,0
611,2 september  2020,1,0,0,0
612,3 september  2020,0,1,0,0
613,4 september  2020,0,1,0,0
614,5 september  2020,0,1,0,0
615,6 september  2020,0,1,0,0
616,7 september  2020,0,1,0,0
617,8 september  2020,0,1,0,0
618,9 september  2020,0,1,0,0
619,10 september  2020,0,1,0,0
620,11 september  2020,0,0,1,0
621,12 september  2020,0,0,1,0
622,13 september  2020,0,0,1,0
623,14 september  2020,0,0,1,0
624,15 september  2020,0,0,1,0
625,16 september  2020,0,0,1,0
626,17 september  2020,0,0,1,0
627,18 september  2020,0,0,0,1
628,19 september  2020,0,0,0,1
629,20 september  2020,0,0,0,1
630,21 september  2020,0,0,0,1
631,22 september  2020,0,0,0,1
632,23 september  2020,0,0,0,1
633,24 september  2020,0,0,0,1
634,25 september  2020,1,0,0,0
635,26 september  2020,1,0,0,0
636,27 september  2020,1,0,0,0
637,28 september  2020,1,0,0,0
638,29 september  2020,1,0,0,0
639,30 september  2020,1,0,0,0
640,1 october  2020,1,0,0,0
641,2 october  2020,1,0,0,0
642,3 october  2020,0,1,0,0
643,4 october  2020,0,1,0,0
644,5 october  2020,0,1,0,0
645,6 october  2020,0,1,0,0
646,7 october  2020,0,1,0,0
647,8 october  2020,0,1,0,0
648,9 october  2020,0,1,0,0
649,10 october  2020,0,1,0,0
650,11 october  2020,0,0,1,0
651,12 october  2020,0,0,1,0
652,13 october  2020,0,0,1,0
653,14 october  2020,0,0,1,0
654,15 october  2020,0,0,1,0
655,16 october  2020,0,0,1,0
656,17 october  2020,0,0,0,1
657,18 october  2020,0,0,0,1
658,19 october  2020,0,0,0,1
659,20 october  2020,0,0,0,1
660,21 october  2020,0,0,0,1
661,22 october  2020,0,0,0,1
662,23 october  2020,0,0,0,1
663,24 october  2020,1,0,0,0
664,25 october  2020,1,0,0,0
665,26 october  2020,1,0,0,0
666,27 october  2020,1,0,0,0
667,28 october  2020,1,0,0,0
668,29 october  2020,1,0,0,0
669,30 october  2020,1,0,0,0
670,31 october  2020,1,0,0,0
671,1 november  2020,1,0,0,0
672,2 november  2020,1,0,0,0
673,3 november  2020,1,0,0,0
674,4 november  2020,1,0,0,0
675,5 november  2020,1,0,0,0
676,6 november  2020,1,0,0,0
677,7 november  2020,1,0,0,0
678,8 november  2020,1,0,0,0
679,9 november  2020,0,1,0,0
680,10 november  2020,0,1,0,0
681,11 november  2020,0,1,0,0
682,12 november  2020,0,1,0,0
683,13 november  2020,0,1,0,0
684,14 november  2020,0,1,0,0
685,15 november  2020,0,1,0,0
686,16 november  2020,0,0,1,0
687,17 november  2020,0,0,1,0
688,18 november  2020,0,0,1,0
689,19 november  2020,0,0,1,0
690,20 november  2020,0,0,1,0
691,21 november  2020,0,0,1,0
692,22 november  2020,0,0,1,0
693,23 november  2020,0,0,0,1
694,24 november  2020,0,0,0,1
695,25 november  2020,0,0,0,1
696,26 november  2020,0,0,0,1
697,27 november  2020,0,0,0,1
698,28 november  2020,0,0,0,1
699,29 november  2020,0,0,0,1
700,30 november  2020,0,0,0,1
701,1 december  2020,1,0,0,0
702,2 december  2020,1,0,0,0
703,3 december  2020,1,0,0,0
704,4 december  2020,1,0,0,0
705,5 december  2020,1,0,0,0
706,6 december  2020,1,0,0,0
707,7 december  2020,1,0,0,0
708,8 december  2020,1,0,0,0
709,9 december  2020,0,1,0,0
710,10 december  2020,0,1,0,0
711,11 december  2020,0,1,0,0
712,12 december  2020,0,1,0,0
713,13 december  2020,0,1,0,0
714,14 december  2020,0,1,0,0
715,15 december  2020,0,0,1,0
716,16 december  2020,0,0,1,0
717,17 december  2020,0,0,1,0
718,18 december  2020,0,0,1,0
719,19 december  2020,0,0,1,0
720,20 december  2020,0,0,1,0
721,21 december  2020,0,0,1,0
722,22 december  2020,0,0,1,0
723,23 december  2020,0,0,0,1
724,24 december  2020,0,0,0,1
725,25 december  2020,0,0,0,1
726,26 december  2020,0,0,0,1
727,27 december  2020,0,0,0,1
728,28 december  2020,0,0,0,1
729,29 december  2020,0,0,0,1
730,30 december  2020,0,0,0,1
731,31 december  2020,1,0,0,0
732,1 january 2021,1,0,0,0
733,2 january 2021,1,0,0,0
734,3 january 2021,1,0,0,0
735,4 january 2021,1,0,0,0
736,5 january 2021,1,0,0,0
737,6 january 2021,1,0,0,0
738,7 january 2021,0,1,0,0
739,8 january 2021,0,1,0,0
740,9 january 2021,0,1,0,0
741,10 january 2021,0,1,0,0
742,11 january 2021,0,1,0,0
743,12 january 2021,0,1,0,0
744,13 january 2021,0,1,0,0
745,14 january 2021,0,0,1,0
746,15 january 2021,0,0,1,0
747,16 january 2021,0,0,1,0
748,17 january 2021,0,0,1,0
749,18 january 2021,0,0,1,0
750,19 january 2021,0,0,1,0
751,20 january 2021,0,0,1,0
752,21 january 2021,0,0,1,0
753,22 january 2021,0,0,0,1
754,23 january 2021,0,0,0,1
755,24 january 2021,0,0,0,1
756,25 january 2021,0,0,0,1
757,26 january 2021,0,0,0,1
758,27 january 2021,0,0,0,1
759,28 january 2021,0,0,0,1
760,29 january 2021,1,0,0,0
761,30 january 2021,1,0,0,0
762,31 january 2021,1,0,0,0
763,1 february  2021,1,0,0,0
764,2 february  2021,1,0,0,0
765,3 february  2021,1,0,0,0
766,4 february  2021,1,0,0,0
767,5 february  2021,0,1,0,0
768,6 february  2021,0,1,0,0
769,7 february  2021,0,1,0,0
770,8 february  2021,0,1,0,0
771,9 february  2021,0,1,0,0
772,10 february  2021,0,1,0,0
773,11 february  2021,0,1,0,0
774,12 february  2021,0,0,1,0
775,13 february  2021,0,0,1,0
776,14 february  2021,0,0,1,0
777,15 february  2021,0,0,1,0
778,16 february  2021,0,0,1,0
779,17 february  2021,0,0,1,0
780,18 february  2021,0,0,1,0
781,19 february  2021,0,0,1,0
782,20 february  2021,0,0,0,1
783,21 february  2021,0,0,0,1
784,22 february  2021,0,0,0,1
785,23 february  2021,0,0,0,1
786,24 february  2021,0,0,0,1
787,25 february  2021,0,0,0,1
788,26 february  2021,0,0,0,1
789,27 february  2021,0,0,0,1
790,28 february  2021,1,0,0,0
791,29 february  2021,1,0,0,0
792,1 march  2021,1,0,0,0
793,2 march  2021,1,0,0,0
794,3 march  2021,1,0,0,0
795,4 march  2021,1,0,0,0
796,5 march  2021,1,0,0,0
797,6 march  2021,1,0,0,0
798,7 march  2021,0,1,0,0
799,8 march  2021,0,1,0,0
800,9 march  2021,0,1,0,0
801,10 march  2021,0,1,0,0
802,11 march  2021,0,1,0,0
803,12 march  2021,0,1,0,0
804,13 march  2021,0,1,0,0
805,14 march  2021,0,0,1,0
806,15 march  2021,0,0,1,0
807,16 march  2021,0,0,1,0
808,17 march  2021,0,0,1,0
809,18 march  2021,0,0,1,0
810,19 march  2021,0,0,1,0
811,20 march  2021,0,0,1,0
812,21 march  2021,0,0,1,0
813,22 march  2021,0,0,0,1
814,23 march  2021,0,0,0,1
815,24 march  2021,0,0,0,1
816,25 march  2021,0,0,0,1
817,26 march  2021,0,0,0,1
818,27 march  2021,0,0,0,1
819,28 march  2021,0,0,0,1
820,29 march  2021,1,0,0,0
821,30 march  2021,1,0,0,0
822,31 march  2021,1,0,0,0
823,1 april  2021,1,0,0,0
824,2 april  2021,1,0,0,0
825,3 april  2021,1,0,0,0
826,4 april  2021,1,0,0,0
827,5 april  2021,0,1,0,0
828,6 april  2021,0,1,0,0
829,7 april  2021,0,1,0,0
830,8 april  2021,0,1,0,0
831,9 april  2021,0,1,0,0
832,10 april  2021,0,1,0,0
833,11 april  2021,0,1,0,0
834,12 april  2021,0,1,0,0
835,13 april  2021,0,0,1,0
836,14 april  2021,0,0,1,0
837,15 april  2021,0,0,1,0
838,16 april  2021,0,0,1,0
839,17 april  2021,0,0,1,0
840,18 april  2021,0,0,1,0
841,19 april  2021,0,0,1,0
842,20 april  2021,0,0,1,0
843,21 april  2021,0,0,0,1
844,22 april  2021,0,0,0,1
845,23 april  2021,0,0,0,1
846,24 april  2021,0,0,0,1
847,25 april  2021,0,0,0,1
848,26 april  2021,0,0,0,1
849,27 april  2021,0,0,0,1
850,28 april  2021,1,0,0,0
851,29 april  2021,1,0,0,0
852,30 april  2021,1,0,0,0
853,1 may  2021,1,0,0,0
854,2 may  2021,1,0,0,0
855,3 may  2021,1,0,0,0
856,4 may  2021,0,1,0,0
857,5 may  2021,0,1,0,0
858,6 may  2021,0,1,0,0
859,7 may  2021,0,1,0,0
860,8 may  2021,0,1,0,0
861,9 may  2021,0,1,0,0
862,10 may  2021,0,1,0,0
863,11 may  2021,0,1,0,0
864,12 may  2021,0,0,1,0
865,13 may  2021,0,0,1,0
866,14 may  2021,0,0,1,0
867,15 may  2021,0,0,1,0
868,16 may  2021,0,0,1,0
869,17 may  2021,0,0,1,0
870,18 may  2021,0,0,1,0
871,19 may  2021,0,0,1,0
872,20 may  2021,0,0,0,1
873,21 may  2021,0,0,0,1
874,22 may  2021,0,0,0,1
875,23 may  2021,0,0,0,1
876,24 may  2021,0,0,0,1
877,25 may  2021,0,0,0,1
878,26 may  2021,0,0,0,1
879,27 may  2021,1,0,0,0
880,28 may  2021,1,0,0,0
881,29 may  2021,1,0,0,0
882,30 may  2021,1,0,0,0
883,31 may  2021,1,0,0,0
884,1 june  2021,1,0,0,0
885,2 june  2021,1,0,0,0
886,3 june  2021,0,1,0,0
887,4 june  2021,0,1,0,0
888,5 june  2021,0,1,0,0
889,6 june  2021,0,1,0,0
890,7 june  2021,0,1,0,0
891,8 june  2021,0,1,0,0
892,9 june  2021,0,1,0,0
893,10 june  2021,0,1,0,0
894,11 june  2021,0,0,1,0
895,12 june  2021,0,0,1,0
896,13 june  2021,0,0,1,0
897,14 june  2021,0,0,1,0
898,15 june  2021,0,0,1,0
899,16 june  2021,0,0,1,0
900,17 june  2021,0,0,1,0
901,18 june  2021,0,0,1,0
902,19 june  2021,0,0,0,1
903,20 june  2021,0,0,0,1
904,21 june  2021,0,0,0,1
905,22 june  2021,0,0,0,1
906,23 june  2021,0,0,0,1
907,24 june  2021,0,0,0,1
908,25 june  2021,1,0,0,0
909,26 june  2021,1,0,0,0
910,27 june  2021,1,0,0,0
911,28 june  2021,1,0,0,0
912,29 june  2021,1,0,0,0
913,30 june  2021,1,0,0,0
914,1 july  2021,1,0,0,0
915,2 july  2021,1,0,0,0
916,3 july  2021,0,1,0,0
917,4 july  2021,0,1,0,0
918,5 july  2021,0,1,0,0
919,6 july  2021,0,1,0,0
920,7 july  2021,0,1,0,0
921,8 july  2021,0,1,0,0
922,9 july  2021,0,1,0,0
923,10 july  2021,0,1,0,0
924,11 july  2021,0,0,1,0
925,12 july  2021,0,0,1,0
926,13 july  2021,0,0,1,0
927,14 july  2021,0,0,1,0
928,15 july  2021,0,0,1,0
929,16 july  2021,0,0,1,0
930,17 july  2021,0,0,1,0
931,18 july  2021,0,0,0,1
932,19 july  2021,0,0,0,1
933,20 july  2021,0,0,0,1
934,21 july  2021,0,0,0,1
935,22 july  2021,0,0,0,1
936,23 july  2021,0,0,0,1
937,24 july  2021,0,0,0,1
938,25 july  2021,1,0,0,0
939,26 july  2021,1,0,0,0
940,27 july  2021,1,0,0,0
941,28 july  2021,1,0,0,0
942,29 july  2021,1,0,0,0
943,30 july  2021,1,0,0,0
944,31 july  2021,1,0,0,0
945,1 august  2021,1,0,0,0
946,2 august  2021,1,0,0,0
947,3 august  2021,1,0,0,0
948,4 august  2021,1,0,0,0
949,5 august  2021,1,0,0,0
950,6 august  2021,1,0,0,0
951,7 august  2021,1,0,0,0
952,8 august  2021,1,0,0,0
953,9 august  2021,0,1,0,0
954,10 august  2021,0,1,0,0
955,11 august  2021,0,1,0,0
956,12 august  2021,0,1,0,0
957,13 august  2021,0,1,0,0
958,14 august  2021,0,1,0,0
959,15 august  2021,0,1,0,0
960,16 august  2021,0,0,1,0
961,17 august  2021,0,0,1,0
962,18 august  2021,0,0,1,0
963,19 august  2021,0,0,1,0
964,20 august  2021,0,0,1,0
965,21 august  2021,0,0,1,0
966,22 august  2021,0,0,1,0
967,23 august  2021,0,0,0,1
968,24 august  2021,0,0,0,1
969,25 august  2021,0,0,0,1
970,26 august  2021,0,0,0,1
971,27 august  2021,0,0,0,1
972,28 august  2021,0,0,0,1
973,29 august  2021,0,0,0,1
974,30 august  2021,0,0,0,1
975,31 august  2021,1,0,0,0
976,1 september  2021,1,0,0,0
977,2 september  2021,1,0,0,0
978,3 september  2021,1,0,0,0
979,4 september  2021,1,0,0,0
980,5 september  2021,1,0,0,0
981,6 september  2021,1,0,0,0
982,7 september  2021,1,0,0,0
983,8 september  2021,0,1,0,0
984,9 september  2021,0,1,0,0
985,10 september  2021,0,1,0,0
986,11 september  2021,0,1,0,0
987,12 september  2021,0,1,0,0
988,13 september  2021,0,1,0,0
989,14 september  2021,0,0,1,0
990,15 september  2021,0,0,1,0
991,16 september  2021,0,0,1,0
992,17 september  2021,0,0,1,0
993,18 september  2021,0,0,1,0
994,19 september  2021,0,0,1,0
995,20 september  2021,0,0,1,0
996,21 september  2021,0,0,1,0
997,22 september  2021,0,0,0,1
998,23 september  2021,0,0,0,1
999,24 september  2021,0,0,0,1
1000,25 september  2021,0,0,0,1
1001,26 september  2021,0,0,0,1
1002,27 september  2021,0,0,0,1
1003,28 september  2021,0,0,0,1
1004,29 september  2021,0,0,0,1
1005,30 september  2021,1,0,0,0
1006,1 october  2021,1,0,0,0
1007,2 october  2021,1,0,0,0
1008,3 october  2021,1,0,0,0
1009,4 october  2021,1,0,0,0
1010,5 october  2021,1,0,0,0
1011,6 october  2021,1,0,0,0
1012,7 october  2021,0,1,0,0
1013,8 october  2021,0,1,0,0
1014,9 october  2021,0,1,0,0
1015,10 october  2021,0,1,0,0
1016,11 october  2021,0,1,0,0
1017,12 october  2021,0,1,0,0
1018,13 october  2021,0,1,0,0
1019,14 october  2021,0,0,1,0
1020,15 october  2021,0,0,1,0
1021,16 october  2021,0,0,1,0
1022,17 october  2021,0,0,1,0
1023,18 october  2021,0,0,1,0
1024,19 october  2021,0,0,1,0
1025,20 october  2021,0,0,1,0
1026,21 october  2021,0,0,0,1
1027,22 october  2021,0,0,0,1
1028,23 october  2021,0,0,0,1
1029,24 october  2021,0,0,0,1
1030,25 october  2021,0,0,0,1
1031,26 october  2021,0,0,0,1
1032,27 october  2021,0,0,0,1
1033,28 october  2021,0,0,0,1
1034,29 october  2021,1,0,0,0
1035,30 october  2021,1,0,0,0
1036,31 october  2021,1,0,0,0
1037,1 november  2021,1,0,0,0
1038,2 november  2021,1,0,0,0
1039,3 november  2021,1,0,0,0
1040,4 november  2021,1,0,0,0
1041,5 november  2021,1,0,0,0
1042,6 november  2021,0,1,0,0
1043,7 november  2021,0,1,0,0
1044,8 november  2021,0,1,0,0
1045,9 november  2021,0,1,0,0
1046,10 november  2021,0,1,0,0
1047,11 november  2021,0,1,0,0
1048,12 november  2021,0,0,1,0
1049,13 november  2021,0,0,1,0
1050,14 november  2021,0,0,1,0
1051,15 november  2021,0,0,1,0
1052,16 november  2021,0,0,1,0
1053,17 november  2021,0,0,1,0
1054,18 november  2021,0,0,1,0
1055,19 november  2021,0,0,1,0
1056,20 november  2021,0,0,0,1
1057,21 november  2021,0,0,0,1
1058,22 november  2021,0,0,0,1
1059,23 november  2021,0,0,0,1
1060,24 november  2021,0,0,0,1
1061,25 november  2021,0,0,0,1
1062,26 november  2021,0,0,0,1
1063,27 november  2021,0,0,0,1
1064,28 november  2021,1,0,0,0
1065,29 november  2021,1,0,0,0
1066,30 november  2021,1,0,0,0
1067,1 december  2021,1,0,0,0
1068,2 december  2021,1,0,0,0
1069,3 december  2021,1,0,0,0
1070,4 december  2021,1,0,0,0
1071,5 december  2021,0,1,0,0
1072,6 december  2021,0,1,0,0
1073,7 december  2021,0,1,0,0
1074,8 december  2021,0,1,0,0
1075,9 december  2021,0,1,0,0
1076,10 december  2021,0,1,0,0
1077,11 december  2021,0,1,0,0
1078,12 december  2021,0,0,1,0
1079,13 december  2021,0,0,1,0
1080,14 december  2021,0,0,1,0
1081,15 december  2021,0,0,1,0
1082,16 december  2021,0,0,1,0
1083,17 december  2021,0,0,1,0
1084,18 december  2021,0,0,1,0
1085,19 december  2021,0,0,1,0
1086,20 december  2021,0,0,0,1
1087,21 december  2021,0,0,0,1
1088,22 december  2021,0,0,0,1
1089,23 december  2021,0,0,0,1
1090,24 december  2021,0,0,0,1
1091,25 december  2021,0,0,0,1
1092,26 december  2021,0,0,0,1
1093,27 december  2021,0,0,0,1
1094,28 december  2021,1,0,0,0
1095,29 december  2021,1,0,0,0
1096,30 december  2021,1,0,0,0
1097,31 december  2021,1,0,0,0
